source_file,list_name,flow_uuid,flow_name,context,unit,cas_number,synonyms
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethyl ether,air/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethyl ether,air/urban air close to ground,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethyl ether,water/ground-,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethyl ether,"water/ground-, long-term",kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethyl ether,water/ocean,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethyl ether,water/surface water,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethyl ether,water/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethyl hexanediol,water/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethyl hexynediol,water/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethyl malonate,"air/low population density, long-term",kg,,"malonic acid dimethyl ester, propanedioic acid dimethyl ester"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethyl malonate,air/lower stratosphere + upper troposphere,kg,,"malonic acid dimethyl ester, propanedioic acid dimethyl ester"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethyl malonate,air/non-urban air or from high stacks,kg,,"malonic acid dimethyl ester, propanedioic acid dimethyl ester"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethyl malonate,air/unspecified,kg,,"malonic acid dimethyl ester, propanedioic acid dimethyl ester"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethyl malonate,air/urban air close to ground,kg,,"malonic acid dimethyl ester, propanedioic acid dimethyl ester"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethylamine,"air/low population density, long-term",kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethylamine,air/lower stratosphere + upper troposphere,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethylamine,air/non-urban air or from high stacks,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethylamine,air/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethylamine,air/urban air close to ground,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethylamine,water/ground-,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethylamine,"water/ground-, long-term",kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethylamine,water/ocean,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethylamine,water/surface water,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethylamine,water/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethyldichlorosilane,air/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dimethyldichlorosilane,water/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dinitrogen monoxide,"air/low population density, long-term",kg,,Stickstoffdioxid
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dinitrogen monoxide,air/lower stratosphere + upper troposphere,kg,,Stickstoffdioxid
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dinitrogen monoxide,air/non-urban air or from high stacks,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dinitrogen monoxide,air/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dinitrogen monoxide,air/urban air close to ground,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dinitrogen tetroxide,air/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dinocap,soil/agricultural,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dinoseb,soil/agricultural,kg,,"2-sec-butyl-4,6-dinitrophenol"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Diofenolan,soil/agricultural,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin","air/low population density, long-term",kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",air/lower stratosphere + upper troposphere,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",air/non-urban air or from high stacks,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",air/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",air/urban air close to ground,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",soil/agricultural,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",soil/forestry,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",soil/industrial,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",soil/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",water/ground-,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin","water/ground-, long-term",kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",water/ocean,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",water/surface water,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",water/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Diphenylether-compound,water/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Diphenyltin,water/ocean,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dipropylamine,"air/low population density, long-term",kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dipropylamine,air/lower stratosphere + upper troposphere,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dipropylamine,air/non-urban air or from high stacks,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dipropylamine,air/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dipropylamine,air/urban air close to ground,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dipropylamine,water/ground-,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dipropylamine,"water/ground-, long-term",kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dipropylamine,water/ocean,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dipropylamine,water/surface water,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dipropylamine,water/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Diquat,soil/agricultural,kg,,"1,1´-ethylene-2.2´bipyridyldiylium"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Diquat dibromide,soil/agricultural,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Discarded fish, demersal, to ocean",water/ocean,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Discarded fish, pelagic, to ocean",water/ocean,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Disinfectants, unspecified",water/ground-,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Disinfectants, unspecified","water/ground-, long-term",kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Disinfectants, unspecified",water/ocean,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Disinfectants, unspecified",water/surface water,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Disinfectants, unspecified",water/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dissolved solids,water/ground-,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dissolved solids,"water/ground-, long-term",kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dissolved solids,water/ocean,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dissolved solids,water/surface water,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dissolved solids,water/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Disulfoton,soil/agricultural,kg,,"O,O-diethyl S-(2-(ethylthio)ethyl) phosphorodithioate"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dithianon,soil/agricultural,kg,,"5,10-dihydro-5,10-dioxonaphtho[2,3-b]-1,4-dithiine-2,3-dicarbonitrile"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Diuron,soil/agricultural,kg,,Diurex
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,DNOC,soil/agricultural,kg,,"2,4-Dinitro-o-kresol"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"DOC, Dissolved Organic Carbon",water/ground-,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"DOC, Dissolved Organic Carbon","water/ground-, long-term",kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"DOC, Dissolved Organic Carbon",water/ocean,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"DOC, Dissolved Organic Carbon",water/surface water,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"DOC, Dissolved Organic Carbon",water/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dodecanol,water/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dodemorph,soil/agricultural,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Dodine,soil/agricultural,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Dolomite, in ground",natural resource/in ground,kg,,kristallines Calciummagnesiumcarbonat
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,DSMA,soil/agricultural,kg,,Dinate
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Dysprosium, in ground",natural resource/in ground,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Elemental carbon,air/urban air close to ground,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Elemental carbon,soil/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Elemental carbon,water/ground-,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Elemental carbon,water/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Endosulfan,soil/agricultural,kg,,"1,4,5,6,7,7-hexachloro-8,9,10-trinorborn-5-en-2,3-ylenebismethylene sulfite"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Endothall,soil/agricultural,kg,,"7-oxabicyclo[2.2.1]heptane-2,3-Dicarboxylic acid"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Energy, geothermal, converted",natural resource/in ground,MJ,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Energy, gross calorific value, in biomass",natural resource/biotic,MJ,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Energy, gross calorific value, in biomass, primary forest",natural resource/biotic,MJ,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Energy, kinetic (in wind), converted",natural resource/in air,MJ,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Energy, potential (in hydropower reservoir), converted",natural resource/in water,MJ,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Energy, solar, converted",natural resource/in air,MJ,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Epichlorohydrin,"air/low population density, long-term",kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Epichlorohydrin,air/lower stratosphere + upper troposphere,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Epichlorohydrin,air/non-urban air or from high stacks,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Epichlorohydrin,air/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Epichlorohydrin,air/urban air close to ground,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Epichlorohydrin,water/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Epoxiconazole,soil/agricultural,kg,,PSM
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,EPTC,soil/agricultural,kg,,"N,N-dipropylthiocarbamic acid s ethyl ester"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Erbium, in ground",natural resource/in ground,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Esfenvalerate,air/non-urban air or from high stacks,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Esfenvalerate,soil/agricultural,kg,,(S)-α-cyano-3-phenoxybenzyl (S)-2-(4-chlorophenyl)-3-methylbutyrate
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Ethalfluralin,soil/agricultural,kg,,Ethalfuralin
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Ethane,"air/low population density, long-term",kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Ethane,air/lower stratosphere + upper troposphere,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Ethane,air/non-urban air or from high stacks,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Ethane,air/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Ethane,air/urban air close to ground,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Ethane thiol,"air/low population density, long-term",kg,,Ethyl hydrosulfide
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Ethane thiol,air/lower stratosphere + upper troposphere,kg,,Ethyl hydrosulfide
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Ethane thiol,air/non-urban air or from high stacks,kg,,Mercaptoethane
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Ethane thiol,air/unspecified,kg,,Ethyl sulfhydrate
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,Ethane thiol,air/urban air close to ground,kg,,Ethyl mercaptan
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a","air/low population density, long-term",kg,,R134a
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a",air/lower stratosphere + upper troposphere,kg,,R134a
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a",air/non-urban air or from high stacks,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a",air/unspecified,kg,,R134a
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a",air/urban air close to ground,kg,,R134a
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1-trichloro-, HCFC-140","air/low population density, long-term",kg,,"1,1,1-Trichlorethan"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1-trichloro-, HCFC-140",air/lower stratosphere + upper troposphere,kg,,"1,1,1-Trichlorethan"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1-trichloro-, HCFC-140",air/non-urban air or from high stacks,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1-trichloro-, HCFC-140",air/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1-trichloro-, HCFC-140",air/urban air close to ground,kg,,"1,1,1-Trichlorethan"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1-trichloro-, HCFC-140",water/ground-,kg,,"1,1,1-Trichlorethan"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1-trichloro-, HCFC-140","water/ground-, long-term",kg,,"1,1,1-Trichlorethan"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1-trichloro-, HCFC-140",water/ocean,kg,,"1,1,1-Trichlorethan"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1-trichloro-, HCFC-140",water/surface water,kg,,"1,1,1-Trichlorethan"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1-trichloro-, HCFC-140",water/unspecified,kg,,"1,1,1-Trichlorethan"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1-trifluoro-, HFC-143a","air/low population density, long-term",kg,,R143a
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1-trifluoro-, HFC-143a",air/lower stratosphere + upper troposphere,kg,,R143a
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1-trifluoro-, HFC-143a",air/non-urban air or from high stacks,kg,,R143a
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1-trifluoro-, HFC-143a",air/unspecified,kg,,R143a
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,1-trifluoro-, HFC-143a",air/urban air close to ground,kg,,R143a
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,2-trichloro-","air/low population density, long-term",kg,,"1,1,2-Trichlorethan"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,2-trichloro-",air/lower stratosphere + upper troposphere,kg,,"1,1,2-Trichlorethan"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,2-trichloro-",air/non-urban air or from high stacks,kg,,"1,1,2-Trichlorethan"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,2-trichloro-",air/unspecified,kg,,"1,1,2-Trichlorethan"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,2-trichloro-",air/urban air close to ground,kg,,"1,1,2-Trichlorethan"
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113","air/low population density, long-term",kg,,R113
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113",air/lower stratosphere + upper troposphere,kg,,R113
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113",air/non-urban air or from high stacks,kg,,R113
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113",air/unspecified,kg,,R113
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113",air/urban air close to ground,kg,,R113
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b","air/low population density, long-term",kg,,R141b
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b",air/lower stratosphere + upper troposphere,kg,,R141b
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b",air/non-urban air or from high stacks,kg,,R141b
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b",air/unspecified,kg,,R141b
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b",air/urban air close to ground,kg,,R141b
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1-difluoro-, HFC-152a","air/low population density, long-term",kg,,R152a
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1-difluoro-, HFC-152a",air/lower stratosphere + upper troposphere,kg,,R152a
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1-difluoro-, HFC-152a",air/non-urban air or from high stacks,kg,,R152a
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1-difluoro-, HFC-152a",air/unspecified,kg,,R152a
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,1-difluoro-, HFC-152a",air/urban air close to ground,kg,,R152a
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,2-dichloro-","air/low population density, long-term",kg,,Ethylendichlorid
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,2-dichloro-",air/lower stratosphere + upper troposphere,kg,,Ethylendichlorid
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,2-dichloro-",air/non-urban air or from high stacks,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,2-dichloro-",air/unspecified,kg,,
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,2-dichloro-",air/urban air close to ground,kg,,Ethylendichlorid
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,2-dichloro-",water/ground-,kg,,Ethylendichlorid
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,2-dichloro-","water/ground-, long-term",kg,,Ethylene dichloride
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,2-dichloro-",water/ocean,kg,,Ethylene dichloride
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,2-dichloro-",water/surface water,kg,,Ethylendichlorid
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,2-dichloro-",water/unspecified,kg,,Ethylene dichloride
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114","air/low population density, long-term",kg,,R114
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114",air/lower stratosphere + upper troposphere,kg,,R114
Mapping/Input/Flowlists/ecoinventEFv3.7.csv,ecoinventEFv3.7,,"Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114",air/non-urban air or from high stacks,kg,,R114
